TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,PPG_Ambient,PPG_IR,PPG_Red,Heart_Rate,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2568-11-14 11:29:24.050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-2260
2568-11-14 11:29:25.052,1.176938928137985,0.5268331038146241,0.6754104623978998,0,0.9165849573119981,0.3477970378818409,0.5080642380164178,0,1.173052096009333,0.8064235638847375,0.519330715240283,0,0.9133475106384553,0.4682062199973443,0.5598795039204553,0,0.6850607902741874,0.3768215885962962,0.3879889896129058,0,803.040293040293,770.4029304029305,781.6849816849817,797.3992673992674,576.5934065934066,-0.146423,-0.070801,0.979553,0.306549,-1.383209,0.411224,419853.479853,110211135.531136,33460146.520147,90.334007,1,1,1,1,1,65.000000
2568-11-14 11:29:25.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2568-11-14 11:29:26.054,1.144255058278098,0.8547500639855435,0.6356681458944052,0,1.138342811870539,0.5115838150051824,0.3833499950388835,0,1.105037483749299,0.6250385764216999,0.4592104415285848,0,0.8731518616327761,0.3752427690414255,0.5047373960545688,0,0.591305647597354,0.1613931106716877,0.4449355079626966,0,696.6666666666667,770,760.7326007326008,789.7435897435897,1104.432234432235,-0.150146,-0.065430,0.978455,-0.328979,-1.338348,1.525269,418241.758242,110049157.509158,33409377.289377,90.140060,1,1,1,1,1,65.000000
2568-11-14 11:29:27.051,0.9054893384606929,0.9457885105252256,0.6356681458944052,0.8176329910189812,0.3997629899154119,0.4566111260410672,0.3833499950388835,0.4877967993295683,0.6044013439926724,0.6553070232263103,0.4592104415285848,0.7302778756959092,0.8240591202793371,0.3604280610353735,0.5047373960545688,0.5765905593517132,0.4953424945572821,0.06286142087046677,0.4449355079626966,0.215707772524795,873.956043956044,794.981684981685,760.3296703296703,773.2234432234433,658.7912087912088,-0.127380,-0.030212,0.988525,-0.515900,-4.418793,5.046844,417435.897436,110017728.937729,33444029.304029,89.284996,1,1,1,1,1,65.000000
2568-11-14 11:29:27.685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2568-11-14 11:29:28.052,0.9054893384606929,1.03247022042247,0.6356681458944052,0.9802172442478462,0.3997629899154119,0.62212658824656,0.3833499950388835,0.578650489930426,0.6044013439926724,0.6194830970351618,0.4592104415285848,0.6197035197201035,0.8240591202793371,0.1795519893124086,0.5047373960545688,0.6219065440267346,0.4953424945572821,-0.2387726984081801,0.4449355079626966,0.232145249712753,974.6886446886447,777.2527472527473,780.4761904761905,784.9084249084249,560.4761904761905,-0.140564,0.001343,0.997070,-0.314026,-1.966400,1.390686,418241.758242,109496336.996337,33332014.652015,89.261322,1,1,1,1,1,65.000000
2568-11-14 11:29:29.050,0.9054893384606929,0.9774589482007549,0.6356681458944052,1.022860802098123,0.3997629899154119,0.6678097486546104,0.3833499950388835,0.6034771516170483,0.6044013439926724,0.788339358020495,0.4592104415285848,0.5786022841944177,0.8240591202793371,0.3071664177778575,0.5047373960545688,0.6345264843080777,0.4953424945572821,0.1263972468637565,0.4449355079626966,0.2253311943589568,726.8864468864469,788.1318681318681,776.4468864468864,828.021978021978,972.2710622710623,-0.150330,-0.007751,0.983826,0.284119,-2.205658,-0.052338,419047.619048,109705054.945055,33377142.857143,89.955795,1,1,1,1,1,65.000000
2568-11-14 11:29:30.059,1.526258026855678,0.8210913739884239,0.6356681458944052,1.022860802098123,1.132732621616752,0.3618687502670486,0.3833499950388835,0.6034771516170483,1.142567113096924,0.8177137347432747,0.4592104415285848,0.5786022841944177,0.799097170644669,0.3220333174874664,0.5047373960545688,0.6345264843080777,0.5700397782398487,0.1249588677915175,0.4449355079626966,0.2253311943589568,939.2307692307693,792.967032967033,787.3260073260074,816.3369963369963,805.4578754578755,-0.140808,0.000793,0.986572,-0.104675,-1.143951,-0.216827,417435.897436,109275531.135531,33334432.234432,89.879250,1,1,1,1,1,65.000000
2568-11-14 11:29:31.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2568-11-14 11:29:31.051,1.526258026855678,0.4520232886385475,1.055223256399268,1.022860802098123,1.132732621616752,0.3696770982068851,0.4172078418838552,0.6034771516170483,1.142567113096924,0.5519225134064007,0.4119337893045623,0.5786022841944177,0.799097170644669,0.2968639682629895,0.4679337166042547,0.6345264843080777,0.5700397782398487,-0.09650345052789362,0.0847354166942399,0.2253311943589568,869.5238095238095,784.9084249084249,770.4029304029305,791.3553113553114,651.1355311355312,-0.136902,0.006226,0.990051,0.441132,-1.390686,-0.127106,416630.036630,109496336.996337,33423076.923077,90.689423,1,1,1,1,1,65.000000
2568-11-14 11:29:32.058,1.197357146806906,0.7395020776845114,0.8681453225851069,1.022860802098123,1.101639280519071,0.4787913271974343,0.2055523337866939,0.6034771516170483,1.011590780464097,0.5402430652781535,0.2300893347289443,0.5786022841944177,0.8911359570013243,0.2967395784434746,0.2968320829967583,0.6345264843080777,0.3606213873145296,0.06473375177549849,-0.1066630527977426,0.2253311943589568,887.6556776556777,786.1172161172161,765.5677655677656,809.8901098901099,833.2600732600733,-0.151306,0.004517,0.983826,0.052338,-1.166382,-0.336456,415824.175824,109359340.659341,33407765.567766,91.757286,1,1,1,1,1,65.000000
2568-11-14 11:29:32.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
