TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,PPG_Ambient,PPG_IR,PPG_Red,Heart_Rate,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2568-11-14 13:16:27.554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-2184
2568-11-14 13:16:27.603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2568-11-14 13:16:27.738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2568-11-14 13:16:28.564,1.321460407969788,0.2125858391590445,0,0.5729822651834386,1.258644606534656,-0.05448615975945899,0,0.5688479559764101,1.085827293405825,0.5153858371245825,0,0.9705013158598749,0.4769881304268972,0.1900620397016226,0,0.6147408907451026,0.2951449307587022,-0.2613055454848245,0,0.1855744693779618,722.4542124542124,805.4578754578755,1004.505494505495,1039.96336996337,958.974358974359,0.114929,0.062378,0.996704,0.059814,-1.809387,0.014954,618901.098901,114071208.791209,54766300.366300,79.201218,1,1,1,1,1,75.000000
2568-11-14 13:16:28.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2568-11-14 13:16:29.569,0.9762223373813896,0.2506654344061352,0,1.160084737772307,0.5422011001407612,-0.06833520702370735,0,0.4018281374002404,0.7631068179265204,0.3513988097240018,0,0.9518040854575243,0.5253338712373619,0.0435124760136043,0,0.527539144585614,0.4147644737479727,-0.2996021192888903,0,0.378978629392971,1217.252747252747,789.3406593406594,834.8717948717949,746.2271062271062,835.2747252747253,0.117371,0.062805,0.996521,0.134583,-1.958923,-0.800018,558461.538462,114138095.238095,54788058.608059,79.669868,1,1,1,1,1,75.000000
2568-11-14 13:16:29.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2568-11-14 13:16:30.555,1.333492300559516,0.3494788623141736,0,1.284747775934541,0.7639496402175241,0.1523001314217343,0,0.4069918036560943,0.7942515875438441,0.5604274182970718,0,0.9208029396487533,0.5628047262630402,0.3698921628716105,0,0.4966926889188312,0.6127950364979625,0.04663123758911123,0,0.3681565801435934,822.3809523809524,804.6520146520147,699.8901098901099,586.2637362637363,313.4798534798535,0.118774,0.065552,0.991211,-0.112152,-2.317810,0.725250,538315.018315,114124395.604396,54830769.230769,81.021637,1,1,1,1,1,75.000000
2568-11-14 13:16:31.170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2568-11-14 13:16:31.561,1.282421464752568,0.6898234924371512,0,0.7142232182415396,1.119474363793221,0.3742453482454612,0,0.9895918674674863,1.231103651241482,0.623206482670408,0,1.28237620535774,1.13689224114919,0.5427473756735973,0,0.7217201705194443,0.55033348505447,0.1181667977463689,0,0.3802879133665782,594.3223443223443,794.981684981685,915.4578754578755,859.047619047619,502.8571428571429,0.113098,0.068970,0.996033,0.029907,-1.899109,0.829926,544761.904762,113927765.567766,54899267.399267,81.247086,1,1,1,1,1,75.000000
2568-11-14 13:16:32.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2568-11-14 13:16:32.572,1.033465471117132,0.9189768727717244,0,0.9477742378260957,1.051269966873344,0.5789035934232523,0,0.9590929747159256,1.260878055629695,0.6032656480713662,0,1.227942096034347,1.050760964766634,0.2653904768548492,0,0.5079795340809884,0.5344772833733817,-0.03704855836537554,0,0.2161281837751491,963.4065934065934,807.8754578754579,835.6776556776557,716.4102564102565,544.7619047619048,0.110291,0.072998,0.993042,-0.112152,-2.071075,-0.142059,543150.183150,113872161.172161,55408571.428571,81.534973,1,1,1,1,1,75.000000
2568-11-14 13:16:33.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
