TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,PPG_Ambient,PPG_IR,PPG_Red,Heart_Rate,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2568-11-19 11:58:51.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-2184
2568-11-19 11:58:51.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2568-11-19 11:58:51.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2568-11-19 11:58:51.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2568-11-19 11:58:51.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2568-11-19 11:58:51.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2568-11-19 11:58:51.666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2568-11-19 11:58:52.090,0.5226239058210723,0.1656393960739252,0.4225304993650729,0.02649720665407039,0.1007934320975854,0.2871307807075327,0.6598066807839259,0.3995521274475829,0.46513776710773,0.5937553358061668,0.7261548340370728,1.024288270109935,0.456227379129682,0.2147674122012379,0.31434125545922,1.130347692703485,0.05767158972063705,-0.1212216883010248,0.04592287640748583,1.168121656785123,736.5567765567765,805.0549450549451,815.5311355311355,783.6996336996338,716.8131868131868,-0.032104,0.023071,1.002625,-0.291595,-1.727142,-1.091614,366666.666667,86316556.776557,25163003.663004,112.592743,1,1,1,1,1,35.000000
2568-11-19 11:58:53.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2568-11-19 11:58:53.085,0.7069123564024292,0.2165615151664341,0.5967422706014052,0.3403982410589808,0.4803767265698513,0.2804609314799648,0.5052847560147418,0.5599379830267792,0.6130761432854952,0.6262351596299788,0.3709008462754731,1.352895229839693,0.5893878737324075,0.3460308507416644,0.2063980466547035,1.164786822305432,0.3844520306375755,-0.02477529422071584,0.06281337182738424,0.921120808137709,668.4615384615385,799.0109890109891,800.6227106227107,699.0842490842491,531.0622710622711,-0.039185,0.025757,0.999756,0.164490,-1.121521,0.493469,365054.945055,86143296.703297,25110622.710623,112.592743,1,1,1,1,1,35.000000
2568-11-19 11:58:54.078,0.5581083986153886,0.4601764087489489,0.6582902504032128,0.3567260884056472,0.3967474353225429,0.2343470488185165,0.2287700166465143,0.6143772695630108,0.7343399648907315,0.4062353659293092,0.398111237615938,1.152828370884761,0.5048402031718964,0.3259207167799771,0.2663924400398301,1.085860498202403,0.3880796803279473,0.05536036172589634,-0.03985148511097352,0.9057371582041617,759.92673992674,810.6959706959707,793.7728937728938,778.8644688644689,731.7216117216118,-0.040527,0.027405,1.002625,-0.792542,-1.525269,-0.493469,365054.945055,86241611.721612,25089670.329670,112.592743,1,1,1,1,1,35.000000
2568-11-19 11:58:54.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2568-11-19 11:58:54.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2568-11-19 11:58:55.079,0.2030711997297085,0.4661605269818657,0.3515423689557138,0.3491719670379026,0.4944960571978304,0.244167821211504,0.2360103647295059,0.5296327090857988,0.815215777961249,0.3948285186868994,0.7583317642784505,1.069644372419348,0.6510792742990811,0.3059556749565353,0.599507584299583,1.087033045587975,0.4540185344624856,-0.001764365403757574,0.1890483137491195,0.8993589277518115,815.5311355311355,814.7252747252747,797.3992673992674,813.919413919414,676.1172161172161,-0.045593,0.026794,0.997070,0.216827,-0.957031,0.171967,366666.666667,86094139.194139,25044542.124542,112.592743,1,1,1,1,1,35.000000
2568-11-19 11:58:55.876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2568-11-19 11:58:56.100,0.2276212663570518,0.3812201459172579,0.1509688230743101,0.4517441359100119,0.4461816987648081,0.2391421088401177,0.03543097251201689,0.5086753401144194,0.8541619350482778,0.5063617045680319,0.7603161894772534,1.011087514748384,0.6569955398669909,0.3002767200694447,0.4754449402274552,1.082989400097497,0.3644403319438793,-0.007727875460908896,0.244522776449788,1.06748875699372,705.934065934066,804.2490842490843,790.5494505494506,760.3296703296703,603.992673992674,-0.036682,0.029785,0.998901,-0.029907,-1.659851,-0.149536,366666.666667,86152161.172161,25038901.098901,112.592743,1,1,1,1,1,35.000000
2568-11-19 11:58:57.103,0.5029897538122684,0.5208678828898802,0.4009655210000608,0.3070995143774836,0.5062928925166791,0.1973941792341536,0.09032856074323169,0.535945699764923,0.8050083033247932,0.4822561540151538,0.546163949303673,0.9789966656229077,0.4397949690181492,0.1159891113935171,0.4000591769348973,1.130880659228332,0.2694439318646352,-0.05424008756752005,0.07730306128234953,1.170654563324312,685.7875457875458,800.6227106227107,798.2051282051282,734.1391941391942,460.5494505494506,-0.035339,0.034851,1.002319,0.164490,-0.882263,-0.224304,363443.223443,85963589.743590,25010695.970696,112.592743,1,1,1,1,1,35.000000
2568-11-19 11:58:57.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2568-11-19 11:58:57.409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2568-11-19 11:58:58.107,0.5090237939158958,0.8693232702979161,0.4397533943961045,0.376099491728253,0.5382097181111024,0.5325724983298729,0.276134597485131,0.7266011671676008,0.6454874915391511,0.3392478684173183,0.4333284438133062,0.8132246837237546,0.4652486148743891,0.1461845710986085,0.3661240152391236,1.120342532074265,0.4163005572242748,0.03569903246572115,0.03279911910090135,1.229555631752084,794.981684981685,794.5787545787546,793.7728937728938,774.4322344322345,516.5567765567765,-0.037903,0.034729,1.008423,-0.643005,-1.899109,-0.097198,365860.805861,85972454.212454,25021978.021978,112.592743,1,1,1,1,1,35.000000
2568-11-19 11:58:58.529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
