TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,PPG_Ambient,PPG_IR,PPG_Red,Heart_Rate,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2568-11-17 10:35:48.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-2260
2568-11-17 10:35:48.622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2568-11-17 10:35:48.887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2568-11-17 10:35:49.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2568-11-17 10:35:49.409,0.3812286781552106,0.826421437198239,0.5911178531343185,0,-0.02606552569260518,0.3680738125027976,0.1912069463800065,0,-0.01259205946358056,0.321490459078317,0.4545622984055072,0,0.4228948030721262,0.2046210287338571,0.3717541097092882,0,0.4032563372235485,0.4062201237110094,-0.1537810226480297,0,813.5164835164835,777.6556776556777,726.0805860805862,1138.278388278388,1151.978021978022,-0.378662,0.097778,0.924805,-1.158905,-1.218719,1.973877,431941.391941,117504981.684982,25735970.695971,112.592743,1,1,1,1,1,25.000000
2568-11-17 10:35:50.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2568-11-17 10:35:50.410,0.3812286781552106,0.7146768332343051,0.5162761511390509,0,-0.02606552569260518,0.3753403079550347,0.2199761414905328,0,-0.01259205946358056,0.3138178075149358,0.4430110261379039,0,0.4228948030721262,0.2049918566908713,0.3639316269220357,0,0.4032563372235485,0.4394397753402158,-0.134514151758246,0,794.981684981685,805.0549450549451,774.8351648351648,1009.340659340659,622.9304029304029,-0.373169,0.086304,0.921387,-0.411224,1.547699,3.349609,431941.391941,117282564.102564,25653772.893773,112.592743,1,1,2,1,4,25.000000
2568-11-17 10:35:51.398,0.3812286781552106,0.7146768332343051,0.5162761511390509,0,-0.02606552569260518,0.3753403079550347,0.2199761414905328,0,-0.01259205946358056,0.3138178075149358,0.4430110261379039,0,0.4228948030721262,0.2049918566908713,0.3639316269220357,0,0.4032563372235485,0.4394397753402158,-0.134514151758246,0,810.6959706959707,807.4725274725275,765.9706959706959,543.5531135531136,904.981684981685,-0.382935,0.073792,0.917969,4.074860,-2.504730,-0.456085,431135.531136,117122197.802198,25646520.146520,112.592743,1,2,1,1,2,25.000000
2568-11-17 10:35:52.409,0.3812286781552106,0.7146768332343051,0.5162761511390509,0,-0.02606552569260518,0.3753403079550347,0.2199761414905328,0,-0.01259205946358056,0.3138178075149358,0.4430110261379039,0,0.4228948030721262,0.2049918566908713,0.3639316269220357,0,0.4032563372235485,0.4394397753402158,-0.134514151758246,0,819.1575091575091,816.3369963369963,758.7179487179487,843.3333333333334,715.6043956043957,-0.350891,0.114746,0.931396,1.727142,-3.035583,-0.971985,430329.670330,117367985.347985,25705347.985348,112.592743,1,2,1,1,2,25.000000
2568-11-17 10:35:53.407,0.3812286781552106,0.7146768332343051,0.5162761511390509,0,-0.02606552569260518,0.3753403079550347,0.2199761414905328,0,-0.01259205946358056,0.3138178075149358,0.4430110261379039,0,0.4228948030721262,0.2049918566908713,0.3639316269220357,0,0.4032563372235485,0.4394397753402158,-0.134514151758246,0,799.8168498168499,803.040293040293,750.2564102564103,996.4468864468864,564.9084249084249,-0.359497,0.117371,0.928955,-3.043060,1.061707,4.097290,430329.670330,117139926.739927,25731941.391941,112.592743,1,2,1,1,2,25.000000
2568-11-17 10:35:53.766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2568-11-17 10:35:54.398,0.3812286781552106,1.209705100348915,0.5162761511390509,0,-0.02606552569260518,0.6842317854372072,0.2199761414905328,0,-0.01259205946358056,0.4398442427072969,0.4430110261379039,0,0.4228948030721262,0.5060538992179803,0.3639316269220357,0,0.4032563372235485,0.3756181459174218,-0.134514151758246,0,805.4578754578755,771.6117216117216,768.3882783882784,1356.263736263736,788.5347985347986,-0.374695,0.109131,0.923279,1.315918,-2.863617,-2.811279,431941.391941,117402637.362637,25726300.366300,112.592743,1,2,1,1,2,25.000000
2568-11-17 10:35:55.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2568-11-17 10:35:55.398,0.3812286781552106,1.366859292990536,0.5162761511390509,0,-0.02606552569260518,0.5083618674310336,0.2199761414905328,0,-0.01259205946358056,0.4574001510241089,0.4430110261379039,0,0.4228948030721262,0.4909318543296806,0.3639316269220357,0,0.4032563372235485,0.2726695587357003,-0.134514151758246,0,809.0842490842491,805.8608058608058,780.8791208791209,843.3333333333334,721.2454212454213,-0.365051,0.107849,0.922913,0.082245,-1.884155,-1.869202,431135.531136,116907838.827839,25648937.728938,112.592743,1,2,1,1,2,25.000000
2568-11-17 10:35:56.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2568-11-17 10:35:56.398,0.3812286781552106,1.478233762465157,0.5162761511390509,0,-0.02606552569260518,0.2267896264103801,0.2199761414905328,0,-0.01259205946358056,0.3285833283940463,0.4430110261379039,0,0.4228948030721262,0.4727610567722189,0.3639316269220357,0,0.4032563372235485,0.1929038358187717,-0.134514151758246,0,818.3516483516484,793.7728937728938,778.0586080586081,785.7142857142858,551.6117216117216,-0.369934,0.105774,0.926086,-0.022430,-1.629944,1.031799,431941.391941,116978754.578755,25643296.703297,112.592743,1,2,1,1,2,25.000000
2568-11-17 10:35:57.401,0.3812286781552106,1.153567447051996,1.111751501958458,0,-0.02606552569260518,0.9222756427940124,0.7184376877547396,0,-0.01259205946358056,0.6765922867174785,0.5679656613459847,0,0.4228948030721262,0.5799246546184896,0.1971285461783517,0,0.4032563372235485,0.06737481131673151,-0.08605616398092815,0,803.040293040293,812.3076923076924,765.9706959706959,883.2234432234433,942.4542124542124,-0.369446,0.100098,0.923889,0.770111,-1.457977,0.478516,431941.391941,116558095.238095,25688424.908425,112.592743,1,2,1,1,2,25.000000
2568-11-17 10:35:57.712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
