iter	Logloss
0	0.6659276754
1	0.6477902769
2	0.6152761793
3	0.5954286628
4	0.5705567377
5	0.5502431104
6	0.5357013231
7	0.5242722661
8	0.5143857643
9	0.5065654209
10	0.4993527103
11	0.4810155899
12	0.4672710339
13	0.4577892006
14	0.4411314813
15	0.431648422
16	0.4204080902
17	0.4086559964
18	0.39610379
19	0.3879252663
20	0.3751266012
21	0.3643516609
22	0.3535038839
23	0.3428509229
24	0.3374910526
25	0.3250241368
26	0.3218811071
27	0.3120458242
28	0.3030084842
29	0.2972820876
30	0.2940590661
31	0.2868188419
32	0.2813444003
33	0.276396052
34	0.2660366348
35	0.2626902275
36	0.2555806865
37	0.251796369
38	0.2475051968
39	0.2446649359
40	0.2420747601
41	0.2362989876
42	0.2314366563
43	0.2272411999
44	0.2223793548
45	0.2190963957
46	0.2171467016
47	0.2157174381
48	0.2122477123
49	0.2073978605
50	0.2027163664
51	0.1977059569
52	0.1970389325
53	0.1913031561
54	0.1873832382
55	0.1859461651
56	0.1797158145
57	0.1755054237
58	0.1720639605
59	0.1702186437
60	0.1653245743
61	0.1624205627
62	0.1585497693
63	0.1553463556
64	0.1531913793
65	0.1511409746
66	0.1474130221
67	0.1438942614
68	0.138162306
69	0.1366002001
70	0.1350219704
71	0.1329779765
72	0.1318430728
73	0.1276586542
74	0.1245442061
75	0.12141253
76	0.1191745439
77	0.1167292738
78	0.11505511
79	0.112357697
80	0.110580734
81	0.1089471885
82	0.1073570085
83	0.1047375376
84	0.1024859437
85	0.100419834
86	0.09931295691
87	0.09785812406
88	0.0959603173
89	0.09376538603
90	0.09284931049
91	0.09187391924
92	0.08938245242
93	0.08775837405
94	0.08613712294
95	0.08456836117
96	0.08395576535
97	0.08198231028
98	0.08007958438
99	0.07784031518
100	0.07683249202
101	0.07565004251
102	0.07397287933
103	0.072412109
104	0.07091678295
105	0.06979662372
106	0.06876766664
107	0.067712394
108	0.06637522008
109	0.06533214258
110	0.06379977992
111	0.06277153373
112	0.06165166805
113	0.06127829361
114	0.06011555588
115	0.05898352218
116	0.0585043513
117	0.05776301393
118	0.05679371522
119	0.0558622164
120	0.05544193322
121	0.05481325602
122	0.05392886326
123	0.05301588489
124	0.05215715349
125	0.05155662494
126	0.05098339578
127	0.05019971193
128	0.04945297516
129	0.0487740261
130	0.0482317495
131	0.0475533494
132	0.0469027941
133	0.04638696398
134	0.04580090061
135	0.04530903132
136	0.04472295818
137	0.04420011325
138	0.04364922195
139	0.04319949803
140	0.04267824709
141	0.04231427301
142	0.0419104301
143	0.04141855147
144	0.04102975142
145	0.04063484399
146	0.04015462659
147	0.03978012747
148	0.03942749763
149	0.03908922314
150	0.03874296451
151	0.03836610017
152	0.0380002996
153	0.03764292024
154	0.03729260113
155	0.03697707981
156	0.03667037279
157	0.03637705953
158	0.0360535474
159	0.0358396373
160	0.03541066792
161	0.03520709148
162	0.03494138099
163	0.03458156492
164	0.03436388914
165	0.03415031865
166	0.03390201903
167	0.03351415921
168	0.03315933206
169	0.03292084718
170	0.03272360971
171	0.03236077452
172	0.0320262656
173	0.03184079303
174	0.03161809006
175	0.03130248885
176	0.03099175723
177	0.03075672669
178	0.03043227692
179	0.03013798912
180	0.02993736777
181	0.02966296469
182	0.02947120482
183	0.02925795497
184	0.02910214665
185	0.02883220656
186	0.02854210165
187	0.02825923025
188	0.02811484336
189	0.02786318661
190	0.02759026855
191	0.02745436478
192	0.02718764415
193	0.02705677139
194	0.02679818971
195	0.02654771184
196	0.02642389556
197	0.02618593411
198	0.02595451355
199	0.02579913868
200	0.02568164337
201	0.02546909565
202	0.02525000574
203	0.0251040888
204	0.02490033908
205	0.02469191319
206	0.0245540438
207	0.02435821659
208	0.02416053966
209	0.02402902718
210	0.02383539933
211	0.02364643662
212	0.02346475978
213	0.02334693282
214	0.02322956925
215	0.02311284277
216	0.022999714
217	0.0228079548
218	0.02268818034
219	0.02251553375
220	0.02233127193
221	0.02221388818
222	0.02204613623
223	0.02188264986
224	0.02170648558
225	0.02154507242
226	0.02143712612
227	0.02128219056
228	0.02112668767
229	0.02102402136
230	0.02087999345
231	0.02071950276
232	0.02057303452
233	0.02047557206
234	0.02033400106
235	0.02023947283
236	0.0201005991
237	0.01996614858
238	0.01983531291
239	0.01975048648
240	0.01966644535
241	0.01952346523
242	0.01938156759
243	0.01929990633
244	0.0191614027
245	0.01907519177
246	0.01894035023
247	0.01880818575
248	0.01872537998
249	0.01860671671
250	0.01847911472
251	0.01835328688
252	0.01823517325
253	0.01815689639
254	0.01804530993
255	0.017969559
256	0.01786011134
257	0.01774249821
258	0.01762587791
259	0.01755911512
260	0.01744909263
261	0.01737790639
262	0.01727226538
263	0.01720307743
264	0.0171011987
265	0.01699754436
266	0.01692869242
267	0.01682912528
268	0.01676183169
269	0.01666366744
270	0.01656722356
271	0.01647162467
272	0.0163745865
273	0.01631405255
274	0.01622137049
275	0.01612973154
276	0.01606976975
277	0.01597973924
278	0.01589191482
279	0.01580441439
280	0.01574925771
281	0.0156944881
282	0.01559968921
283	0.01554276095
284	0.01545124818
285	0.01536058446
286	0.01527691408
287	0.01522240694
288	0.01514292663
289	0.01508969126
290	0.01501163424
291	0.01493447102
292	0.01484968897
293	0.01477081062
294	0.01472022499
295	0.0146455335
296	0.01456929864
297	0.01451984137
298	0.01444540092
299	0.01437163494
300	0.0143253704
301	0.01427947175
302	0.01423412996
303	0.01418609171
304	0.0141178052
305	0.01404010059
306	0.01399378949
307	0.01392645187
308	0.01385115051
309	0.0137775199
310	0.01373319195
311	0.0136601807
312	0.01358865816
313	0.01351806126
314	0.01347417516
315	0.01340505565
316	0.01333628641
317	0.01326856718
318	0.01322887787
319	0.01316561622
320	0.01312428687
321	0.01308367321
322	0.01302433786
323	0.01295705714
324	0.01289127733
325	0.01283032053
326	0.01279160676
327	0.01273211821
328	0.01269406851
329	0.01263794752
330	0.01260063014
331	0.01254504715
332	0.01249001576
333	0.01243539486
334	0.01237919112
335	0.01234350776
336	0.0122880108
337	0.01223285186
338	0.01219884904
339	0.01216501489
340	0.0121300962
341	0.01207900523
342	0.01202814261
343	0.01199451146
344	0.01194431529
345	0.01188713449
346	0.01183083875
347	0.01179770238
348	0.01174209622
349	0.01168783642
350	0.01163402448
351	0.01160167229
352	0.01154826754
353	0.01149566269
354	0.01146567013
355	0.01141657388
356	0.01138664042
357	0.01135640773
358	0.01131188394
359	0.01126813354
360	0.01121794405
361	0.01117153377
362	0.01114235014
363	0.01109695221
364	0.01106774656
365	0.01102332885
366	0.01098003184
367	0.01093762752
368	0.01090992474
369	0.01088223023
370	0.01085271688
371	0.01080524574
372	0.01075866872
373	0.01073242231
374	0.01070542056
375	0.0106599121
376	0.01061473056
377	0.01058883257
378	0.01054409646
379	0.01050050265
380	0.01045699343
381	0.01043130674
382	0.01037406539
383	0.01033174282
384	0.01027705018
385	0.01023757678
386	0.01021301118
387	0.01017443802
388	0.01014920129
389	0.01011325586
390	0.01007500575
391	0.01003654813
392	0.0100132038
393	0.009989748418
394	0.009954923866
395	0.00992062781
396	0.009897425494
397	0.009863762993
398	0.009830094343
399	0.009791736797
400	0.009769268901
401	0.009736273831
402	0.009698373302
403	0.009663698002
404	0.009642011057
405	0.009609219676
406	0.009575094664
407	0.009553656862
408	0.009532535085
409	0.009500120184
410	0.009468204851
411	0.009437081164
412	0.009403775708
413	0.009382787568
414	0.009349759985
415	0.009319625631
416	0.00928912856
417	0.009267529596
418	0.009247545429
419	0.009213314686
420	0.009179545832
421	0.009146125267
422	0.009125319702
423	0.009105481528
424	0.009073078982
425	0.00904001766
426	0.009020534231
427	0.008986121044
428	0.008951412616
429	0.008931887049
430	0.008899561275
431	0.008868399236
432	0.008837905876
433	0.008819635535
434	0.008801175343
435	0.00876054099
436	0.008731050988
437	0.008701387662
438	0.008682252719
439	0.008654303092
440	0.008636576535
441	0.008610794437
442	0.008592985978
443	0.00856703649
444	0.008541974043
445	0.008514441837
446	0.008497154588
447	0.008471935707
448	0.008445370127
449	0.008417704343
450	0.008401148509
451	0.008376642771
452	0.00835249653
453	0.008335692819
454	0.008311967023
455	0.008287762059
456	0.008261155584
457	0.00824433806
458	0.008217381263
459	0.008190559151
460	0.008163526232
461	0.008139671772
462	0.008113805023
463	0.00808863065
464	0.008063284953
465	0.008039110653
466	0.00802386997
467	0.007999793859
468	0.00797681597
469	0.007953617609
470	0.007930714033
471	0.007907528023
472	0.007884945495
473	0.007862958057
474	0.007840482438
475	0.007818346781
476	0.007796874703
477	0.007774885351
478	0.007753024318
479	0.007738029479
480	0.007717064334
481	0.00769569039
482	0.007674615605
483	0.007653612065
484	0.007632638186
485	0.007612110148
486	0.007591771966
487	0.00757133367
488	0.007551322513
489	0.007530582818
490	0.007510811134
491	0.007491209224
492	0.007471351881
493	0.007452025253
494	0.007432544153
495	0.007418148009
496	0.007399308441
497	0.007379945786
498	0.007360936193
499	0.007342196805
